Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
T. Harwood-Bellis,Southampton,Southampton,RCB,22,22000000,30/06/2028,12,1063,1,1.44,0,0.18,9.74,59.13,England,England,right,188,73,no,8.38,3.47,65.85,2.62,51.61,0.51,0.71,1.1,5.59,7.76,1.02,4,0.34,0,0,0.25,0.08,1,0.08,0.12,1,0.08,6,0.51,33.33,16.667,0,0.42,0,0,0,0.42,0,0,0.08,100,0.51,50,0.76,0.85,0.08,51.48,0.25,0.34,64.43,90.28,21.34,80.95,3.64,95.35,31.58,96.25,59.35,93.3,4.74,58.93,18.4,34.08,0.02,0.17,0,0,0,0,0,7.7,79.12,0.76,44.44,0.17,50,0.25,0,7.79,64.13,0,,0,,0,0,0,0,,,1.78,,,0,0,0,0,0,0
E. Smith Rowe,Fulham,Fulham,"AMF, CF",24,22000000,30/06/2029,12,894,3,2.33,1,1.06,10.47,44.23,England,England,right,182,72,no,4.13,3.12,48.39,0.91,44.44,0.2,0.28,0,2.42,3.41,0.81,1,0.1,0,0,1.81,0.3,3,0.3,0.23,0,0,16,1.61,18.75,18.75,0.1,0.6,16.67,0.6,16.67,0,0,0.1,2.01,65,4.73,48.94,3.02,2.42,0.7,37.15,1.41,0.91,45.5,91.37,13.49,87.31,11.28,97.32,10.87,96.3,44.19,93.17,0.7,42.86,15.17,13.43,0.11,0.91,0.3,0,0.3,33.33,0.7,5.13,94.12,1.61,68.75,0.2,0,0.4,0.1,4.03,82.5,0,,0,,0,0,0,0,,,0.6,,,0,0,0,0.1,0,0
M. Senesi,Bournemouth,Bournemouth,LCB,27,22000000,30/06/2026,10,907,0,0.52,0,0.16,19.45,59.69,Argentina,"Argentina, Italy",left,185,75,no,13.3,9.33,70.21,4.17,50,0.99,1.18,0.6,5.76,6.82,1.49,4,0.4,0,0,0.99,0,0,0,0.05,0,0,1,0.1,0,0,0,0.6,50,0.4,50,0.2,50,0,0.79,87.5,2.78,53.57,0.5,0.89,0.2,33.84,0.3,0.69,48.52,82,26.1,73.38,2.28,95.65,15.48,93.59,35.42,91.88,12.6,55.91,23.96,40.21,0.02,0.2,0,0,0,0,0,12.7,62.5,2.68,59.26,1.19,33.33,1.19,0.2,12.4,78.4,0,,0,,0,0,0,0,,,1.19,,,0,0,0,0,0,0
K. Schade,Brentford,Brentford,"CF, LWF, RW",22,22000000,30/06/2028,12,572,0,1.52,0,0.31,22.03,41.43,Germany,"Germany, Nigeria",right,185,74,no,4.72,5.35,55.88,5.98,52.63,0.16,0.19,0.16,1.57,1.89,0.79,1,0.16,0,0,2.36,0,0,0,0.24,0,0,8,1.26,50,0,0,1.42,33.33,0.47,33.33,0.94,33.33,0.31,3.78,33.33,7.55,29.17,1.89,2.2,0.63,12.59,2.67,1.26,14,67.42,2.83,50,3.62,82.61,3.3,66.67,11.8,74.67,0.94,33.33,15.63,21.59,0.05,0.47,0,0.16,0.16,0,0,0.79,40,1.1,42.86,0.31,0,0.63,0.31,1.1,57.14,0,,0,,0,0,0,0,,,0.16,,,0,0,0,0,0,0
J. Lindstrøm,Everton,Everton,"RAMF, RW",24,22000000,30/06/2028,8,454,0,1.06,0,0.6,16.26,40.24,Denmark,Denmark,right,182,66,yes,7.14,6.74,64.71,0.4,50,0.2,0.24,0.4,2.58,3.17,0.4,0,0,0,0,3.57,0,0,0,0.21,0,0,11,2.18,45.45,0,0,3.57,33.33,0.99,40,2.58,30.77,0.2,3.57,38.89,7.53,26.32,1.98,1.78,0.4,20.22,1.19,0.59,27.36,73.91,4.96,56,8.13,87.8,7.93,70,23.19,80.34,0.99,60,18,24.57,0.12,1.39,0,0,0.2,0,0.4,3.37,47.06,2.97,26.67,0.4,0,0.2,1.19,3.77,78.95,0,,0,,0,0,0,0,,,0,,,1.78,0.59,66.67,3.17,0,0
J. Pickford,Everton,Everton,GK,30,22000000,30/06/2027,12,1192,0,0,0,0,0.83,81.82,England,England,left,185,77,no,1.81,0.15,50,0.45,83.33,0.08,0.08,0,1.66,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,100,0,0,0,15.18,0.15,0.15,20.76,81.45,14.42,74.87,0,0,5.89,97.44,9.51,97.62,11.25,67.79,39.54,53.33,0,0,0,0,0,0,0,6.04,66.25,0.45,50,0.45,50,0.15,0,8.31,83.64,17,1.28,51,3.85,4,66.67,15.42,1.16,-1.58,-0.119,0,1.43,0.45,,,,0,0,0
D. Calvert-Lewin,Everton,Everton,CF,27,22000000,30/06/2025,12,1062,2,4.27,1,0.58,27.71,38.23,England,England,right,187,74,no,3.39,2.63,61.29,10.85,39.84,0.08,0.09,0.08,1.69,1.89,1.1,0,0,0,0,2.03,0.17,2,0.17,0.36,1,0.08,24,2.03,45.83,8.333,0.08,1.02,16.67,0.59,28.57,0.34,0,0.08,1.78,52.38,7.8,33.7,4.75,1.36,0.08,9.32,2.63,1.1,11.61,68.61,2.2,46.15,3.39,80,2.88,76.47,10.25,74.38,0.34,50,13.29,9.64,0.05,0.34,0,0,0,0,0.17,0.68,62.5,0.76,44.44,0,0,0.42,0.25,0.85,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
V. Janelt,Brentford,Brentford,"LDMF, DMF, LCMF",26,22000000,30/06/2026,12,1075,1,0.58,3,1.41,10.21,60.66,Germany,Germany,left,184,79,no,9.13,5.78,65.22,1.17,64.29,0.17,0.21,0.42,5.19,6.44,0.67,1,0.08,0,0,1.26,0.08,1,0.08,0.05,0,0,8,0.67,37.5,12.5,0.25,1.34,50,1.09,46.15,0.25,66.67,0.17,0.33,100,1.76,61.9,1.09,0.59,0,25.2,0.33,0.5,36.75,83.83,10.63,70.08,6.7,98.75,14.07,88.69,31.06,88.95,4.35,57.69,19.15,38.44,0.12,0.84,0,0.08,0.17,0,0.67,4.52,66.67,2.09,56,0.59,28.57,0.75,0.67,5.27,61.9,0,,0,,0,0,0,0,,,1.76,,,0.08,0,0,0,0,0
D. McNeil,Everton,Everton,"AMF, LW",25,22000000,30/06/2027,11,1073,3,1.64,3,3.06,16.61,40.91,England,England,left,183,70,no,3.94,3.19,68.42,1.43,5.88,0.08,0.09,0,1.68,1.85,0.5,1,0.08,0,0,3.61,0.25,3,0.25,0.14,0,0,18,1.51,38.89,16.667,0.25,3.27,41.03,2.52,40,0.75,44.44,0.34,2.94,48.57,10.07,37.5,1.34,1.76,0.34,20.72,0.92,0.67,30.28,80.33,8.47,74.26,7.21,96.51,9.73,75,25,87.92,2.35,46.43,20.08,39.78,0.26,1.59,0,0,0.59,42.86,0.92,3.94,63.83,4.45,71.7,1.09,53.85,1.93,1.26,4.86,89.66,0,,0,,0,0,0,0,,,0.75,,,1.76,0,0,2.94,0,0
A. Scott,Bournemouth,Bournemouth,"LDMF, RDMF",21,20000000,30/06/2025,8,318,0,0.15,0,0.12,23.21,52.44,Guernsey,"Guernsey, England",right,178,69,no,12.45,10.75,68.42,3.11,36.36,0.28,0.38,0.28,4.81,6.38,0.57,0,0,0,0,1.13,0,0,0,0.04,0,0,4,1.13,25,0,0,0,0,0,0,0,0,0,2.26,37.5,7.64,40.74,1.13,1.98,0,27.17,0,2.55,34.81,86.18,13.58,75,4.81,100,10.75,94.74,31.7,88.39,3.11,63.64,17.6,23.08,0.03,0.57,0,0,0,0,0.57,6.51,91.3,1.42,100,0.28,100,1.98,0,8.49,73.33,0,,0,,0,0,0,0,,,0.28,,,0,0,0,0,0,0
S. Berge,Fulham,Fulham,"LDMF, RCMF",26,20000000,30/06/2029,9,585,0,0,0,0.26,12.92,65.48,Norway,Norway,right,195,96,no,9.85,5.85,73.68,2.62,64.71,0.15,0.21,0.62,5.38,7.29,0.77,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,2.15,50,0,0.46,0,28.46,0,0.15,42.46,92.03,11.38,83.78,8.15,98.11,17.54,94.74,41.08,92.13,1.38,88.89,17.13,32.86,0.04,0.77,0.15,0,0.15,100,0.15,4.31,85.71,0.46,100,0.15,100,0.15,0,4.92,78.13,0,,0,,0,0,0,0,,,1.54,,,0,0,0,0,0,0
K. Walker-Peters,Southampton,Southampton,"LB, RB, LWB",27,20000000,30/06/2025,10,994,0,0.57,1,0.49,17.57,55.67,England,England,right,173,62,no,8.33,7.52,65.06,0.91,40,0.09,0.12,0.36,3.35,4.57,0.63,2,0.18,0,0,2.9,0,0,0,0.05,0,0,9,0.81,33.33,0,0.09,1.36,13.33,0.45,0,0.91,20,0,3.26,72.22,8.06,50.56,1.45,3.8,0.72,42.37,0.63,1.45,49.89,90.38,14.31,88.61,10.05,98.2,16.57,91.26,47.44,93.13,1.18,61.54,16.83,25.43,0.04,0.54,0.09,0,0.18,50,0.27,4.8,86.79,1.18,69.23,0.36,50,0.81,0.18,5.52,73.77,0,,0,,0,0,0,0,,,0.91,,,0,0,0,0.09,0,0
G. Rodríguez,West Ham United,West Ham United,"DMF, LDMF, RCMF",30,20000000,,12,858,0,0.1,0,0.02,13.53,56.59,Argentina,"Argentina, Italy",right,185,80,no,11.22,8.18,65.38,1.68,56.25,0.73,0.83,0.73,5.14,5.83,1.36,3,0.31,0,0,0.21,0,0,0,0.01,0,0,6,0.63,16.67,0,0,0.21,0,0,0,0.21,0,0,0.21,50,2.2,38.1,0.1,0.21,0,26.64,0.31,0.63,38.71,85.64,11.54,70.91,4.83,97.83,15.94,91.45,33.67,90.34,4.83,56.52,18.55,36.02,0,0.1,0,0,0,0,0,5.03,70.83,0.73,14.29,0.42,0,0.21,0,5.03,66.67,0,,0,,0,0,0,0,,,1.05,,,0,0,0,0,0,0
Carlos Soler,West Ham United,West Ham United,"RCMF, AMF, LAMF",27,20000000,30/06/2027,9,394,0,0.6,0,0.15,14.62,39.06,Spain,Spain,right,180,76,yes,6.62,7.54,48.48,0.91,25,0.23,0.29,0.23,2.74,3.43,2.28,3,0.69,0,0,1.14,0,0,0,0.14,0,0,9,2.06,33.33,0,0,0.69,0,0,0,0.69,0,0.46,0.69,33.33,3.43,33.33,0.91,0.46,0,26.5,1.14,0.91,32.44,89.44,7.08,77.42,6.62,96.55,9.82,93.02,29.24,92.19,2.51,81.82,15.91,21.44,0.03,0.46,0,0,0.23,100,0,2.74,83.33,1.37,83.33,0.91,75,0.91,0,4.11,77.78,0,,0,,0,0,0,0,,,0.46,,,0.23,0.23,100,0.91,0,0
K. Mavropanos,West Ham United,West Ham United,"RCB, RB",26,20000000,30/06/2028,10,758,0,0.32,0,0.15,11.28,68.42,Greece,Greece,right,194,89,no,9.02,4.75,72.5,3.09,76.92,0.12,0.14,1.19,5.46,6.27,0.59,1,0.12,0,0,0.71,0,0,0,0.04,0,0,6,0.71,16.67,0,0,0.36,66.67,0,0,0.36,66.67,0.12,0.59,60,1.66,57.14,0.83,1.19,0,29.33,0.95,0.47,42.63,86.91,15.32,76.74,3.32,89.29,20.3,93.57,37.04,90.71,5.22,61.36,20.32,43.09,0.02,0.12,0,0,0,0,0,5.11,69.77,0.12,100,0.12,0,0,0.24,7.12,73.33,0,,0,,0,0,0,0,,,1.66,,,0,0,0,0,0,0
A. Wan-Bissaka,West Ham United,West Ham United,"RB, LB, RWB",27,20000000,30/06/2031,11,994,1,0.1,0,0.2,15.03,48.19,England,"England, Congo DR",right,183,72,no,9.05,6.25,57.97,1.54,23.53,0.54,0.62,0.27,4.89,5.61,0.72,0,0,0,0,1.99,0.09,1,0.09,0.01,0,0,4,0.36,50,25,0,1.9,14.29,0.36,0,1.54,17.65,0.18,2.63,58.62,5.43,43.33,1.36,2.9,0.36,27.25,2.17,0.45,38.21,80.09,13.94,77.27,5.98,93.94,9.87,78.9,33.59,85.44,2.81,61.29,16.43,35.92,0.02,0.63,0,0,0.18,0,0.27,4.16,71.74,1.99,36.36,0.18,50,0.81,0.18,6.79,70.67,0,,0,,0,0,0,0,,,0.27,,,0,0,0,0,0,0
C. Summerville,West Ham United,West Ham United,"LAMF, LWF, LW",23,20000000,30/06/2029,11,492,1,1.02,0,0.52,19.94,36.7,Netherlands,"Netherlands, Suriname",right,174,67,no,3.48,4.02,54.55,1.28,42.86,0,0,0.18,1.28,1.65,0.55,1,0.18,0,0,3.29,0.18,1,0.18,0.19,0,0,4,0.73,50,25,0,1.46,50,1.28,57.14,0.18,0,0.18,4.02,50,12.07,33.33,2.56,2.93,0.73,15.91,1.83,1.83,23.05,76.98,4.94,62.96,6.4,88.57,5.49,86.67,20.85,81.58,0.73,0,14.25,13.08,0.1,0.73,0,0,0.37,50,0.37,1.1,83.33,1.83,70,0.37,50,1.28,0.73,3.11,52.94,0,,0,,0,0,0,0,,,0.18,,,0.37,0,0,0.37,0,0
J. Durán,Aston Villa,Aston Villa,"CF, AMF",20,20000000,30/06/2028,12,394,4,2.13,0,0,23.53,44.66,Colombia,Colombia,left,185,73,no,5.48,2.97,76.92,7.08,38.71,0.46,0.78,0,2.74,4.68,1.14,1,0.23,0,0,2.06,0.91,4,0.91,0.49,1,0.23,15,3.43,33.33,26.667,0,0.23,0,0.23,0,0,0,0,1.6,57.14,8.45,48.65,4.57,0.46,0,11.19,0.69,1.83,15.08,77.27,2.28,60,2.97,84.62,5.94,76.92,14.62,78.13,0.46,50,15.14,8.03,0,0,0.23,0,0,0,0,2.51,54.55,0.46,50,0,0,0.46,0,1.37,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
J. Lerma,Crystal Palace,Crystal Palace,"LCMF, LCB, LDMF",30,20000000,30/06/2026,8,484,0,0.13,0,0.31,16.36,51.14,Colombia,Colombia,right,179,70,no,9.3,5.21,67.86,5.76,41.94,0.56,0.66,0.93,5.21,6.18,1.12,3,0.56,0,0,0.37,0,0,0,0.02,0,0,5,0.93,0,0,0,0.19,0,0.19,0,0,0,0,0.56,66.67,2.6,64.29,0.37,0.56,0.19,31.24,0,1.3,44.44,81.17,16.55,59.55,6.51,97.14,16.74,91.11,38.86,85.17,5.39,55.17,18.08,31.62,0.06,0.19,0,0,0,0,0.19,7.62,65.85,2.05,36.36,0.56,66.67,0.37,0,7.62,75.61,0,,0,,0,0,0,0,,,0.37,,,0,0,0,0,0,0
J. Mateta,Crystal Palace,Crystal Palace,CF,27,20000000,30/06/2026,12,928,3,3.58,1,1.05,17.55,36.46,France,"France, Congo DR",right,190,84,no,2.13,1.84,57.89,4.85,36,0.1,0.12,0,0.97,1.2,0.87,1,0.1,0,0,1.84,0.29,2,0.19,0.35,0,0,19,1.84,31.58,15.789,0.1,1.16,8.33,0.29,0,0.87,11.11,0,1.45,60,6.5,38.81,2.91,1.26,0.1,9.5,1.07,0.58,13.09,71.85,2.42,80,3.49,77.78,3.88,52.5,11.64,79.17,0.39,25,14.34,9.29,0.1,0.78,0,0,0.48,60,0.48,0.87,77.78,1.26,38.46,0.39,75,0.58,0,1.36,71.43,0,,0,,0,0,0,0,,,0,,,0,0,0,0,1,100
M. Lacroix,Crystal Palace,Crystal Palace,"CB, RCB",24,20000000,30/06/2029,9,894,0,0.3,1,0,15.4,56.21,France,"France, Guadeloupe",right,190,88,no,11.07,7.15,60.56,4.03,52.5,0.6,0.7,0.4,6.14,7.12,1.01,3,0.3,0,0,0.6,0,0,0,0.03,0,0,3,0.3,0,0,0.1,0.3,0,0,0,0.3,0,0,0.7,85.71,2.32,56.52,0.3,0.7,0,22.55,0.1,0.3,37.25,80.81,17.01,69.82,2.21,95.45,14.8,91.16,31.11,85.44,5.84,60.34,22.17,42.06,0,0,0,0,0.2,0,0.1,5.74,73.68,0.7,0,0.5,20,0,0,8.46,69.05,0,,0,,0,0,0,0,,,1.31,,,0,0,0,0,0,0
Rodrigo Muniz,Fulham,Fulham,CF,23,20000000,30/06/2026,11,407,1,1.95,0,0.05,24.32,30.91,Brazil,Brazil,right,185,67,no,1.99,1.55,28.57,7.74,31.43,0,0,0,1.55,2.39,1.11,1,0.22,0,0,1.77,0.22,1,0.22,0.43,0,0,13,2.87,38.46,7.692,0,0.22,0,0,0,0.22,0,0.22,0.66,66.67,7.3,24.24,4.64,0.22,0,5.31,1.77,1.77,8.4,71.05,2.21,70,2.21,100,0.88,75,7.74,71.43,0.44,100,12.39,8.36,0.01,0.22,0,0,0.44,50,0,1.99,55.56,0.22,100,0.22,100,0.44,0,0.44,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
Andreas Pereira,Fulham,Fulham,"RDMF, RCMF",28,20000000,30/06/2026,12,932,1,2.24,0,2.43,16.9,43.43,Belgium,"Belgium, Brazil",right,178,70,no,5.41,5.7,55.93,2.12,31.82,0.48,0.65,0.1,1.74,2.33,1.16,3,0.29,0,0,2.99,0.1,1,0.1,0.22,0,0,18,1.74,27.78,5.556,0,2.51,30.77,0.48,60,2.03,23.81,0.29,2.7,64.29,6.95,44.44,1.16,1.06,0.19,26.85,0.58,1.16,38.92,75.93,13.71,62.68,6.37,96.97,12.17,77.78,32.54,83.09,4.25,43.18,18.07,37.11,0.23,2.41,0,0,0.19,0,0.19,6.37,65.15,3.57,40.54,0.1,0,1.16,0.58,6.08,74.6,0,,0,,0,0,0,0,,,0.1,,,1.83,0.29,0,5.41,1,0
Toti,Wolverhampton Wanderers,Wolverhampton Wanderers,"LCB, LB",25,20000000,30/06/2029,10,922,0,0.02,1,0.57,11.81,54.55,Guinea-Bissau,"Guinea-Bissau, Portugal",left,187,72,no,7.42,5.08,59.62,2.73,57.14,0.39,0.46,0.2,4,4.75,1.07,4,0.39,0,0,0.39,0,0,0,0,0,0,1,0.1,0,0,0.1,0.2,0,0.1,0,0.1,0,0,0.59,66.67,2.25,47.83,0.49,1.07,0.1,28.02,0.2,0.29,39.92,86.8,15.72,74.53,4.59,91.49,16.11,96.36,35.63,91.78,4.1,47.62,18.52,37.86,0.06,0.2,0,0,0,0,0.2,3.51,66.67,0.39,0,0.2,0,0.2,0,5.95,55.74,0,,0,,0,0,0,0,,,1.46,,,0,0,0,0,0,0
Robert Sánchez,Chelsea,Chelsea,GK,27,20000000,30/06/2030,12,1226,0,0,0,0,0.95,69.23,Spain,"Spain, England",right,197,85,no,2.42,0.29,50,0.44,83.33,0,0,0,2.28,3.36,0.15,3,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.72,0.22,0.07,28.19,83.07,16,71.56,0,0,11.38,98.71,20.04,96.34,8.08,50.91,28.7,51.72,0,0,0.07,0,0,0,0,3.3,37.78,0.15,100,0.15,0,0,0,5.36,61.64,14,1.03,57,4.18,2,75.44,17.49,1.28,3.49,0.256,0,1.32,0.44,,,,0,0,0
M. Kerkez,Bournemouth,Bournemouth,LB,21,20000000,30/06/2026,12,1105,0,0.09,2,1.56,13.76,56.8,Serbia,"Serbia, Hungary",left,176,71,no,8.55,6.6,64.2,2.04,36,0.73,0.86,0.41,3.58,4.2,0.9,3,0.24,0,0,1.95,0,0,0,0.01,0,0,5,0.41,0,0,0.16,2.93,38.89,2.85,37.14,0,0,0.33,1.3,62.5,3.18,56.41,1.55,1.95,0.57,23.29,1.71,1.06,33.23,81.37,13.36,76.83,6.35,98.72,8.06,78.79,26.55,91.1,3.83,44.68,19.17,35.11,0.13,0.98,0,0,0,0,0.57,4.48,65.45,2.85,45.71,0.16,50,0.41,1.22,6.92,77.65,0,,0,,0,0,0,0,,,0.49,,,0,0,0,0,0,0
M. Tavernier,Bournemouth,Bournemouth,"LAMF, AMF, RAMF",25,20000000,30/06/2028,12,983,1,2.02,2,1.42,20.87,39.91,England,England,left,177,70,no,5.58,6.23,57.35,3.11,23.53,0.18,0.23,0,1.83,2.27,1.1,2,0.18,0,0,3.2,0.09,1,0.09,0.19,0,0,24,2.2,29.17,4.167,0.18,3.2,31.43,2.56,25,0.64,57.14,0.46,2.75,53.33,9.61,36.19,1.92,2.38,0.64,21.88,1.83,1.1,30.4,75.9,8.79,66.67,6.96,90.79,9.34,76.47,25.91,82.33,1.28,57.14,17.84,22.08,0.13,1.56,0.09,0,0.46,20,0.46,4.3,74.47,4.03,50,0.46,40,1.19,0.92,5.22,78.95,0,,0,,0,0,0,0,,,0.18,,,1.65,0.18,50,2.47,0,0
Beto,Everton,Everton,CF,26,20000000,30/06/2027,8,168,1,1.13,0,0,32.14,35,Portugal,"Portugal, Guinea-Bissau",right,194,88,no,4.29,4.82,55.56,9.11,47.06,0,0,0.54,1.61,2.37,2.14,0,0,0,0,2.14,0.54,1,0.54,0.61,1,0.54,8,4.29,37.5,12.5,0,0,0,0,0,0,0,0,2.68,20,11.25,28.57,5.89,0,0,6.43,0,2.14,4.82,66.67,0,0,1.61,100,2.14,25,4.82,66.67,0,0,12.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
O. Mangala,Everton,Everton,"LDMF, RDMF",26,20000000,30/06/2028,9,527,0,0.21,0,0.48,15.88,50.54,Belgium,"Belgium, Congo DR",right,178,80,yes,5.98,4.95,44.83,0.85,0,0.17,0.21,0,3.59,4.34,2.05,0,0,0,0,2.39,0,0,0,0.04,0,0,5,0.85,20,0,0,0.85,20,0.17,100,0.68,0,0.17,2.56,73.33,6.83,55,0.85,0.68,0.17,24.25,0,1.54,36.38,89.67,10.08,83.05,4.78,96.43,15.54,91.21,34.84,92.16,0.68,50,16.07,20.98,0.08,0.51,0,0.17,0.17,100,0.34,5.46,84.38,1.02,50,0.17,100,0.34,0.17,4.44,76.92,0,,0,,0,0,0,0,,,0.85,,,0,0,0,0,0,0
W. Faes,Leicester City,Leicester City,"RCB, LCB",26,20000000,30/06/2027,12,1208,1,0.72,0,0.18,11.25,54.3,Belgium,Belgium,right,187,84,no,10.06,4.54,63.93,3.58,56.25,0.67,0.84,1.27,6.48,8.16,0.52,2,0.15,0,0,0.15,0.07,1,0.07,0.05,1,0.07,3,0.22,33.33,33.333,0,0.07,0,0,0,0.07,0,0,0.22,33.33,1.12,13.33,0.37,0.67,0.07,29.58,0.15,0.37,40.75,87.75,16.32,78.08,2.53,94.12,16.76,96.44,35.24,93.66,5.44,50.68,20.56,41.25,0.01,0.07,0,0,0,0,0,5.51,64.86,0.75,40,0.52,14.29,0.15,0,6.26,66.67,0,,0,,0,0,0,0,,,1.49,,,0,0,0,0,0,0
Casemiro,Manchester United,Manchester United,"RDMF, LDMF, RCMF",32,20000000,30/06/2026,11,763,1,1.02,0,0.86,17.93,61.18,Brazil,"Brazil, Spain",right,185,84,no,13.56,8.61,67.12,3.18,62.96,1.42,1.82,0.35,6.37,8.18,0.94,1,0.12,0,0,1.65,0.12,1,0.12,0.12,1,0.12,15,1.77,26.67,6.667,0,1.42,50,0.35,33.33,1.06,55.56,0.12,0.47,50,2.71,43.48,2.01,0.71,0,38.1,0.71,0.94,50.01,82.08,17.22,64.38,5.66,95.83,19.58,93.37,42.58,86.98,6.13,55.77,19.44,34.25,0.1,1.06,0.24,0,0.71,33.33,0.59,7.55,68.75,3.07,42.31,1.77,26.67,1.18,0.59,7.55,65.63,0,,0,,0,0,0,0,,,0.71,,,0,0,0,0,0,0
C. Hudson-Odoi,Nottingham Forest,Nottingham Forest,"LAMF, LW",24,18000000,30/06/2026,12,947,2,1.52,0,0.95,13.97,45.58,England,"England, Ghana",right,178,76,no,3.71,3.14,63.64,0.95,0,0,0,0,1.71,1.91,0.48,1,0.1,0,0,3.71,0.19,2,0.19,0.14,0,0,18,1.71,38.89,11.111,0,2.47,26.92,2.38,24,0.1,100,0.67,3.99,59.52,8.08,47.06,3.23,3.9,0.67,23.66,2.09,0.76,30.89,85.23,5.42,75.44,9.98,98.1,9.6,80.2,26.9,91.87,1.62,64.71,18.38,35.61,0.09,1.71,0,0,0.1,0,0.57,2.19,78.26,3.04,37.5,0.19,0,1.24,0.57,4.56,85.42,0,,0,,0,0,0,0,,,0.38,,,0,0,0,0.29,0,0
D. Kamada,Crystal Palace,Crystal Palace,"LCMF, RWF, RW",28,18000000,30/06/2026,11,675,0,0.79,0,0.9,16,50.83,Japan,Japan,right,184,72,no,9.07,8.27,59.68,0.93,28.57,0.93,1.12,0.27,3.2,3.85,1.87,2,0.27,1,0.13,1.87,0,0,0,0.11,0,0,7,0.93,42.86,0,0,1.73,23.08,0.8,33.33,0.93,14.29,0,1.2,55.56,3.87,48.28,1.6,1.07,0.4,28.4,0.93,1.6,38.67,83.45,11.73,70.45,6.93,94.23,13.33,90,34.27,88.72,2.67,55,19.12,26.08,0.12,0.93,0.13,0.13,0.67,60,0.27,6,77.78,2.27,58.82,0.53,50,0.93,0.4,5.6,83.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0.93,0,0
B. Verbruggen,Brighton,Brighton,GK,22,18000000,30/06/2028,10,1004,0,0,0,0,0.63,57.14,Netherlands,Netherlands,right,194,75,no,1.88,0.18,50,0.27,33.33,0,0,0,1.79,2.45,0,3,0.27,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,100,0.09,100,0,0,0,19.45,0,0,27.97,88.78,15.51,81.5,0,0,11.03,98.37,20.44,97.37,7.53,65.48,27.53,48.7,0,0,0,0,0,0,0,1.7,31.58,0,0,0.18,0,0,0,5.47,67.21,15,1.34,53,4.75,2,71.7,15.94,1.43,0.94,0.084,0,1.25,0.27,,,,0,0,0
